"CustomerId","Name","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
"C15737051","Sanjay Bose","639","France","Male","27","8","0.0","2","1","0","192247.35","0"
"C15585595","Harish Bose","774","France","Female","28","1","71264.02","2","0","1","68759.57","0"
"C15654060","Suresh Patel","517","France","Male","41","2","0.0","2","0","1","75937.47","0"
"C15745196","Pooja Menon","571","France","Female","35","8","0.0","2","0","0","84569.13","0"
"C15571221","Anjali Patel","747","Germany","Male","58","7","116313.57","1","1","1","190696.35","1"
"C15660155","Meena Chopra","792","Spain","Male","36","5","92140.15","1","0","1","67468.67","0"
"C15605284","Priya Nair","688","France","Male","26","1","0.0","2","1","1","104435.94","0"
"C15694366","Ramesh Pandey","714","Germany","Male","42","2","177640.09","1","0","1","47166.55","0"
"C15600739","Priya Sharma","562","Spain","Female","35","0","0.0","2","1","0","119899.52","0"
"C15653253","Suresh Nair","704","Spain","Male","48","8","167997.6","1","1","1","173498.45","0"
"C15763431","Kavita Reddy","698","France","Male","36","2","82275.35","2","1","1","93249.26","0"
"C15643696","Harish Reddy","611","France","Male","49","3","0.0","2","1","1","142917.54","0"
"C15707473","Sunita Kumar","850","Germany","Female","48","6","111962.99","1","1","0","111755.8","0"
"C15769504","Nitin Sharma","743","Germany","Female","34","1","131736.88","1","1","1","108543.21","0"
"C15776807","Priya Chopra","654","France","Male","29","1","0.0","1","1","0","180345.44","0"
"C15686870","Rohit Verma","761","Germany","Male","36","8","108239.11","2","0","0","99444.02","0"
"C15668747","Sunita Patel","702","France","Female","46","9","98444.19","1","0","1","109563.28","0"
"C15766908","Ramesh Bajpai","488","Germany","Male","32","3","114540.38","1","1","0","92568.07","0"
"C15570134","Priya Sharma","683","France","Female","35","6","187530.66","2","1","1","37976.36","0"
"C15567367","Shiva Nair","601","Germany","Female","42","9","133636.16","1","0","1","103315.74","0"
"C15747542","Kavita Pandey","605","France","Male","52","7","0.0","2","1","1","173952.5","0"
"C15762238","Deepak Gupta","671","Germany","Female","44","0","84745.03","2","0","1","34673.98","0"
"C15681554","Maharaj Iyer","614","Germany","Female","31","7","120599.38","2","1","1","46163.44","0"
"C15712825","Kavita Gupta","511","Spain","Female","29","9","0.0","2","0","1","140676.98","0"
"C15640280","Shiva Singh","850","France","Male","39","4","127771.35","2","0","1","151738.54","0"
"C15756026","Kavita Nair","790","Spain","Female","46","9","0.0","1","0","0","14679.81","1"
"C15613319","Harish Rao","793","France","Female","33","0","0.0","1","0","0","175544.02","0"
"C15798906","Priya Menon","628","France","Male","69","5","0.0","2","1","1","181964.6","0"
"C15708917","Sunita Thakur","598","Germany","Male","53","10","167772.96","1","1","1","136886.86","0"
"C15778463","Priya Patel","657","France","Female","37","6","95845.6","1","1","0","122218.23","0"
"C15699430","Neha Pandey","618","France","Female","35","10","0.0","2","1","0","180439.75","0"
"C15649992","Ramesh Rao","681","Spain","Male","65","7","134714.7","2","0","1","190419.81","0"
"C15578980","Vikram Thakur","516","Spain","Female","33","3","0.0","2","1","1","58685.59","0"
"C15775306","Nitin Bajpai","421","Germany","Male","28","8","122384.22","3","1","1","89017.38","1"
"C15641655","Vikram Rao","700","France","Female","26","2","0.0","2","0","0","50051.42","0"
"C15619708","Anurag Chopra","745","France","Male","25","5","157993.15","2","1","0","146041.45","0"
"C15734565","Meena Thakur","696","France","Male","29","8","0.0","2","1","0","191166.09","0"
"C15806438","Sanjay Joshi","580","Germany","Female","42","2","123331.36","1","0","0","103516.08","1"
"C15591969","Suresh Rao","497","Spain","Male","27","9","75263.16","1","1","1","164825.04","0"
"C15747807","Nitin Patel","720","France","Female","43","6","137824.03","2","1","0","172557.77","0"
"C15596939","Shiva Bose","659","Germany","Male","36","4","132578.92","2","1","0","84320.94","0"
"C15716155","Kavita Bose","841","France","Female","36","5","156021.31","1","0","0","122662.98","0"
"C15765311","Rahul Patel","642","Spain","Male","34","8","0.0","1","1","0","72085.1","0"
"C15757811","Sunita Mehta","732","Spain","Female","69","9","137453.43","1","0","1","110932.24","1"
"C15603830","Rohit Iyer","600","Spain","Male","36","4","0.0","2","1","0","143635.36","0"
"C15660602","Rahul Iyer","464","Germany","Male","33","8","164284.72","2","1","1","3710.34","0"
"C15660535","Sunita Iyer","680","France","Female","47","5","0.0","2","1","1","179843.33","0"
"C15666633","Suresh Iyer","758","Spain","Male","56","1","0.0","2","1","1","10643.38","0"
"C15596914","Nitin Pandey","630","Germany","Female","31","2","112373.49","2","1","1","131167.98","0"
"C15639788","Sunita Mehta","577","France","Female","39","10","0.0","2","1","0","10553.31","0"
"C15695846","Meena Sharma","684","France","Female","34","6","0.0","2","1","1","130928.22","0"
"C15726234","Ramesh Rao","708","Spain","Female","41","5","0.0","1","0","1","157003.99","0"
"C15797964","Neha Iyer","732","Germany","Female","29","1","154333.82","1","1","1","138527.56","0"
"C15625881","Suresh Iyer","634","Germany","Male","37","3","111432.77","2","1","1","167032.49","0"
"C15780628","Suresh Das","633","France","Female","30","6","0.0","2","0","0","41642.29","0"
"C15575883","Sanjay Patel","559","France","Male","34","2","137390.11","2","1","0","9677.0","0"
"C15585036","Harish Rao","694","Spain","Female","37","3","0.0","2","1","1","147012.22","0"
"C15589488","Harish Sharma","686","Germany","Female","56","5","111642.08","1","1","1","80553.87","0"
"C15585888","Meena Rao","553","Spain","Female","48","3","0.0","1","0","1","30730.95","1"
"C15727915","Deepak Singh","507","France","Male","36","4","83543.37","1","0","0","140134.43","0"
"C15707567","Deepak Chopra","732","Germany","Male","50","6","145338.76","1","0","0","91936.1","1"
"C15737792","Anurag Bose","818","France","Female","31","1","186796.37","1","0","0","178252.63","0"
"C15599433","Kavita Gupta","660","Germany","Male","35","8","58641.43","1","0","1","198674.08","0"
"C15672012","Deepak Thakur","773","Spain","Female","41","5","0.0","1","1","0","28266.9","1"
"C15806983","Suresh Das","640","France","Male","44","3","137148.68","1","1","0","92381.01","0"
"C15592222","Amit Mishra","505","France","Male","49","7","80001.23","1","0","0","135180.11","0"
"C15608968","Rohit Bose","714","Germany","Male","21","6","86402.52","2","0","0","27330.59","0"
"C15586959","Deepak Patel","468","France","Female","42","5","0.0","2","1","0","125305.34","0"
"C15646558","Anjali Menon","611","Spain","Male","51","1","122874.74","1","1","1","149648.45","0"
"C15725811","Neha Iyer","705","France","Male","25","0","97544.29","1","0","1","59887.15","0"
"C15572265","Rahul Sharma","646","Germany","Male","46","1","170826.55","2","1","0","45041.32","0"
"C15794048","Deepak Mishra","667","Germany","Female","48","1","97133.92","2","0","0","113316.77","1"
"C15677610","Sunita Chopra","511","Germany","Female","41","8","153895.65","1","1","1","39087.42","0"
"C15745012","Anjali Chopra","653","France","Female","43","6","0.0","2","1","1","7330.59","0"
"C15601589","Kavita Das","675","France","Female","57","8","0.0","2","0","1","95463.29","0"
"C15686436","Maharaj Nair","523","Spain","Male","32","4","0.0","2","1","0","167848.02","0"
"C15693864","Neha Mehta","567","Germany","Female","49","5","134956.02","1","1","0","93953.84","1"
"C15760550","Vikram Reddy","741","Spain","Male","39","7","143637.58","2","0","1","174227.66","0"
"C15686137","Nitin Bajpai","456","Spain","Male","32","9","147506.25","1","1","1","135399.21","0"
"C15809087","Nitin Reddy","598","France","Male","64","1","0.0","2","1","0","195635.3","1"
"C15807663","Amit Bajpai","667","France","Male","43","8","190227.46","1","1","0","97508.04","1"
"C15809100","Amit Sharma","548","France","Female","32","2","172448.77","1","1","0","188083.77","1"
"C15794916","Rahul Thakur","725","France","Male","41","7","113980.21","1","1","1","116704.25","0"
"C15614215","Ramesh Sharma","717","France","Male","53","6","0.0","2","0","1","97614.87","0"
"C15805449","Priya Bose","594","France","Male","38","4","0.0","2","0","0","186884.04","0"
"C15686983","Shiva Pandey","678","Germany","Female","25","10","76968.12","2","0","1","131501.72","0"
"C15808017","Amit Kumar","545","France","Male","38","1","88293.13","2","1","1","24302.95","0"
"C15756804","Rohit Singh","636","France","Female","48","1","170833.46","1","1","0","110510.28","1"
"C15646810","Rohit Singh","603","Germany","Male","44","6","108122.39","2","1","0","108488.33","1"
"C15710424","Amit Singh","435","France","Male","36","4","0.0","1","1","1","197015.2","0"
"C15799422","Amit Iyer","535","France","Female","40","8","0.0","1","1","1","27689.77","0"
"C15692750","Suresh Pandey","629","Germany","Female","45","7","129818.39","3","1","0","9217.55","1"
"C15794549","Priya Joshi","722","France","Female","35","2","163943.89","2","1","1","15068.18","0"
"C15803764","Rohit Verma","561","France","Male","28","7","0.0","2","1","0","7797.01","0"
"C15674840","Meena Menon","645","France","Female","38","5","101430.3","2","0","1","4400.32","0"
"C15653762","Sunita Das","501","France","Female","39","9","117301.66","1","0","0","182025.95","0"
"C15581229","Vikram Sharma","502","Germany","Female","32","1","173340.83","1","0","1","122763.95","0"
"C15800228","Rahul Chopra","652","Spain","Female","42","4","0.0","2","1","1","38152.01","0"
"C15656333","Neha Verma","574","France","Female","33","3","134348.57","1","1","0","63163.99","0"
"C15697497","Sanjay Menon","518","France","Female","45","9","105525.65","2","1","1","73418.29","0"
"C15585362","Meena Bajpai","749","France","Female","60","6","0.0","1","1","0","17978.68","1"
"C15571928","Anurag Mishra","679","France","Female","43","4","0.0","3","1","0","115136.51","1"
"C15785519","Anjali Reddy","565","France","Male","36","6","106192.1","1","1","0","149575.59","0"
"C15743007","Anjali Patel","643","France","Female","45","4","45144.43","1","1","0","60917.24","1"
"C15777211","Pooja Patel","515","France","Male","65","7","92113.61","1","1","1","142548.33","0"
"C15721935","Neha Nair","521","France","Male","25","7","0.0","2","1","1","157878.67","0"
"C15591711","Pooja Patel","739","Spain","Male","38","0","128366.44","1","1","0","12796.43","0"
"C15625021","Anurag Kumar","585","France","Male","42","2","0.0","2","1","1","18657.77","0"
"C15702968","Priya Kumar","733","Germany","Male","74","3","106545.53","1","1","1","134589.58","0"
"C15600462","Deepak Menon","542","France","Female","43","8","145618.37","1","0","1","10350.74","0"
"C15768104","Kavita Iyer","788","Spain","Male","37","8","141541.25","1","0","0","66013.27","0"
"C15780140","Anurag Mishra","435","Germany","Male","32","2","57017.06","2","1","1","5907.11","0"
"C15585255","Anurag Das","577","France","Male","42","9","0.0","1","1","0","74077.91","0"
"C15772781","Nitin Nair","703","France","Female","51","3","0.0","3","1","1","77294.56","1"
"C15669987","Pooja Kumar","728","Germany","Female","35","8","125884.95","2","1","0","54359.02","1"
"C15697000","Shiva Mehta","728","Germany","Male","32","5","61825.5","1","1","1","156124.93","0"
"C15733119","Sunita Bajpai","718","France","Male","35","8","0.0","2","1","0","94820.85","0"
"C15782390","Priya Sharma","621","France","Female","40","6","0.0","1","1","0","155155.25","0"
"C15654700","Neha Reddy","523","France","Female","40","2","102967.41","1","1","0","128702.1","1"
"C15632210","Ramesh Iyer","657","Germany","Male","25","2","171770.55","1","1","0","22745.5","0"
"C15642041","Meena Mishra","727","Germany","Male","40","1","93051.64","2","1","0","71865.31","1"
"C15709737","Neha Verma","643","France","Male","36","7","161064.64","2","0","1","84294.82","0"
"C15792388","Priya Nair","645","France","Female","48","7","90612.34","1","1","1","149139.13","0"
"C15786014","Maharaj Menon","568","France","Male","28","5","145105.64","2","1","0","185489.11","0"
"C15794580","Neha Menon","599","France","Male","58","4","0.0","1","0","0","176407.15","1"
"C15675964","Kavita Patel","672","France","Female","45","9","0.0","1","1","1","92027.69","1"
"C15814275","Suresh Pandey","685","France","Male","33","6","174912.72","1","1","1","43932.54","0"
"C15724848","Anjali Gupta","516","France","Female","46","1","104947.72","1","1","0","115789.25","1"
"C15754713","Vikram Mehta","685","Spain","Male","31","10","135213.71","1","1","1","125777.28","0"
"C15693814","Shiva Iyer","806","Spain","Male","25","7","0.0","2","1","0","18461.9","0"
"C15599660","Meena Joshi","604","France","Male","36","6","116229.85","2","1","1","79633.38","0"
"C15746490","Rahul Nair","648","Spain","Female","53","6","111201.41","1","1","1","121542.29","0"
"C15566091","Rahul Singh","545","Spain","Female","32","4","0.0","1","1","0","94739.2","0"
"C15655961","Anjali Das","756","Germany","Male","27","1","131899.0","1","1","0","93302.29","0"
"C15710404","Maharaj Singh","569","France","Male","35","10","124525.52","1","1","1","193793.78","0"
"C15775625","Anjali Patel","596","France","Male","47","6","0.0","1","1","0","74835.65","0"
"C15792328","Rahul Mishra","475","France","Male","39","6","0.0","1","1","1","56999.9","1"
"C15719856","Anjali Mehta","646","France","Female","45","3","47134.75","1","1","1","57236.44","0"
"C15593773","Meena Das","784","Spain","Male","35","3","0.0","2","0","0","81483.64","0"
"C15733114","Kavita Das","552","Spain","Male","45","9","0.0","2","1","0","26752.56","0"
"C15797748","Rahul Mehta","729","France","Male","44","5","0.0","2","0","1","9200.54","0"
"C15743411","Deepak Bose","609","Spain","Male","61","1","0.0","1","1","0","22447.85","1"
"C15753337","Suresh Bajpai","555","France","Male","51","5","0.0","3","1","0","189122.89","1"
"C15601026","Pooja Patel","572","Germany","Female","19","1","138657.08","1","1","1","16161.82","0"
"C15658485","Meena Reddy","785","France","Female","34","9","70302.48","1","1","1","68600.36","0"
"C15636731","Vikram Bajpai","714","Germany","Female","36","1","101609.01","2","1","1","447.73","0"
"C15628303","Sunita Bajpai","738","Spain","Male","35","3","0.0","1","1","1","15650.73","0"
"C15633461","Vikram Rao","639","Germany","Male","38","5","130170.82","1","1","1","149599.62","0"
"C15677135","Pooja Chopra","520","Germany","Male","61","8","133802.29","2","1","1","90304.01","0"
"C15590876","Vikram Mishra","764","France","Female","24","7","106234.02","1","0","0","115676.38","0"
"C15790782","Ramesh Iyer","661","Spain","Male","39","6","132628.98","1","0","0","38812.67","0"
"C15700476","Meena Bajpai","564","Germany","Male","41","9","103522.75","2","1","1","34338.21","0"
"C15634141","Rohit Iyer","708","Germany","Female","42","8","192390.52","2","1","0","823.36","0"
"C15737795","Maharaj Joshi","512","Spain","Male","36","1","0.0","1","0","1","135482.26","1"
"C15790299","Deepak Bajpai","592","Spain","Male","37","9","0.0","3","1","1","10656.89","0"
"C15675316","Amit Nair","619","France","Female","38","3","0.0","2","0","1","116467.35","0"
"C15613630","Sanjay Mishra","775","France","Male","52","8","109922.61","1","1","1","96823.32","1"
"C15662100","Anjali Nair","850","Germany","Female","44","5","128605.32","1","0","1","171096.2","0"
"C15668032","Meena Menon","577","France","Female","37","4","0.0","1","1","1","79881.39","0"
"C15599289","Meena Sharma","724","France","Female","37","10","68598.56","1","1","0","157862.82","0"
"C15754084","Shiva Kumar","710","Spain","Male","35","1","106518.52","1","1","1","127951.81","0"
"C15676521","Sunita Rao","696","France","Female","31","8","0.0","2","0","0","191074.11","0"
"C15804586","Suresh Nair","376","France","Female","46","6","0.0","1","1","0","157333.69","1"
"C15781465","Anjali Joshi","675","Germany","Female","29","8","121326.42","1","1","0","133457.52","0"
"C15729362","Meena Joshi","745","France","Male","36","8","67226.37","1","1","0","130789.6","0"
"C15709295","Harish Patel","697","Spain","Female","25","5","82931.85","2","1","1","128373.88","0"
"C15745324","Meena Rao","599","Spain","Female","39","4","0.0","1","1","0","194273.2","1"
"C15741336","Kavita Thakur","715","France","Female","38","5","118590.41","1","1","1","5684.17","1"
"C15783659","Sunita Kumar","659","France","Male","67","4","145981.87","1","1","1","131043.2","0"
"C15620981","Pooja Das","684","France","Female","48","3","73309.38","1","0","0","21228.34","1"
"C15630328","Deepak Rao","635","France","Female","48","8","130796.33","2","1","1","43250.3","0"
"C15785899","Anjali Thakur","789","Germany","Male","33","8","151607.56","1","1","0","4389.4","0"
"C15606149","Priya Kumar","571","Germany","Female","66","9","111577.01","1","0","1","189271.9","0"
"C15671139","Ramesh Joshi","694","Spain","Male","39","0","107042.74","1","1","1","102284.2","0"
"C15660429","Neha Iyer","665","Spain","Female","42","2","156371.61","2","0","1","156774.94","1"
"C15571002","Meena Mishra","706","France","Female","44","4","129605.99","1","0","0","69865.49","0"
"C15631681","Rohit Patel","807","Spain","Female","43","0","0.0","2","0","1","85523.24","0"
"C15731522","Amit Gupta","771","Spain","Female","67","8","0.0","2","1","1","51219.8","0"
"C15619529","Pooja Verma","531","Spain","Male","27","8","132576.25","1","0","0","7222.92","0"
"C15628034","Harish Mehta","629","France","Female","37","6","129101.3","1","1","1","23971.33","0"
"C15686164","Amit Patel","850","Germany","Female","31","1","108822.4","1","1","1","132173.31","0"
"C15582797","Rahul Reddy","685","Spain","Male","35","4","137948.51","1","1","0","113639.64","0"
"C15753831","Meena Reddy","642","Spain","Male","32","7","100433.8","1","1","1","39768.59","0"
"C15731815","Anurag Joshi","529","Spain","Male","63","4","96134.11","3","1","0","108732.96","1"
"C15580956","Maharaj Rao","683","Germany","Female","43","4","115888.04","1","1","1","117349.19","1"
"C15602084","Deepak Mehta","663","France","Female","42","5","124626.07","1","1","1","78004.5","0"
"C15589805","Maharaj Reddy","563","France","Female","34","6","139810.34","1","1","1","152417.79","0"
"C15720893","Meena Kumar","637","Spain","Female","34","9","0.0","2","0","0","26057.08","0"
"C15641009","Vikram Singh","544","France","Male","37","3","84496.71","1","0","0","79972.09","0"
"C15605926","Kavita Singh","649","Germany","Male","70","9","116854.71","2","0","1","107125.79","0"
"C15805955","Suresh Joshi","638","France","Female","48","10","138333.03","1","1","1","47679.14","0"
"C15801488","Meena Sharma","723","France","Male","25","3","0.0","2","1","1","134509.47","0"
"C15605918","Rahul Menon","635","Germany","Male","43","5","78992.75","2","0","0","153265.31","0"
"C15779711","Rahul Mehta","750","Spain","Female","38","7","97257.41","2","0","1","179883.04","0"
"C15705620","Anjali Mishra","730","France","Male","34","5","122453.37","2","1","0","138882.98","0"
"C15685357","Meena Mehta","750","Spain","Female","36","8","112940.07","1","0","1","9855.81","0"
"C15570060","Shiva Thakur","586","France","Female","43","8","132558.26","1","1","0","67046.83","1"
"C15582616","Ramesh Pandey","520","France","Female","38","4","0.0","2","1","0","56388.63","0"
"C15799515","Nitin Singh","652","France","Female","48","8","133297.24","1","1","0","77764.37","0"
"C15642937","Neha Mishra","550","France","Female","46","7","0.0","2","1","0","130590.35","0"
"C15624729","Anurag Sharma","594","France","Male","27","0","197041.8","1","0","0","151912.49","0"
"C15566156","Anjali Sharma","749","Germany","Female","44","0","71497.79","2","0","0","151083.8","0"
"C15792360","Priya Mehta","668","France","Male","32","7","0.0","2","1","1","777.37","0"
"C15807008","Nitin Joshi","614","Germany","Female","35","6","128100.28","1","0","0","69454.24","1"
"C15704770","Anjali Thakur","773","France","Male","25","1","124532.78","2","0","1","11723.57","0"
"C15756475","Amit Nair","551","Germany","Male","31","9","82293.82","2","1","1","91565.25","0"
"C15655339","Anurag Iyer","566","France","Male","36","1","142120.91","1","1","0","79616.37","0"
"C15613749","Pooja Joshi","569","Spain","Male","34","0","151839.26","1","1","0","102299.81","1"
"C15664521","Pooja Gupta","659","Spain","Male","31","7","149620.88","2","1","1","104533.51","0"
"C15681206","Priya Chopra","722","France","Female","49","3","168197.66","1","1","0","140765.57","1"
"C15745527","Meena Bose","655","France","Male","37","5","93147.0","2","1","0","66214.13","0"
"C15806926","Maharaj Sharma","615","France","Female","35","2","97440.02","2","1","1","139816.1","0"
"C15724563","Sanjay Rao","752","Germany","Female","42","3","65046.08","2","0","1","140139.28","0"
"C15782899","Shiva Gupta","661","Spain","Female","28","7","95357.49","1","0","0","102297.15","0"
"C15623521","Suresh Gupta","838","Spain","Male","43","9","123105.88","2","1","0","145765.83","0"
"C15810218","Sanjay Sharma","610","Spain","Male","29","9","0.0","3","0","1","83912.24","0"
"C15645621","Meena Bajpai","811","Spain","Male","44","3","0.0","2","0","1","78439.73","0"
"C15608114","Sanjay Sharma","587","Spain","Male","62","7","121286.27","1","0","1","6776.92","0"
"C15659557","Meena Gupta","811","Germany","Female","28","4","167738.82","2","1","1","9903.42","0"
"C15787772","Harish Thakur","759","France","Female","38","1","104091.29","1","0","0","91561.91","0"
"C15691111","Ramesh Joshi","648","Germany","Female","42","8","121980.56","2","1","0","4027.02","0"
"C15592089","Sunita Menon","788","France","Female","43","10","0.0","2","1","1","116111.51","0"
"C15633897","Kavita Mishra","725","Germany","Male","39","1","50880.98","2","1","1","184023.54","0"
"C15701301","Ramesh Reddy","646","France","Female","42","3","175159.9","2","0","0","67124.48","1"
"C15723685","Nitin Gupta","601","Germany","Female","26","7","105514.69","2","1","0","50070.59","0"
"C15701602","Kavita Mehta","521","Germany","Male","52","5","116497.31","3","0","0","53793.1","1"
"C15739189","Sanjay Gupta","561","Spain","Female","33","6","0.0","2","1","0","45261.47","0"
"C15573086","Deepak Nair","564","France","Male","42","7","99824.45","1","1","1","36721.4","0"
"C15569050","Neha Bajpai","444","France","Male","45","6","0.0","1","1","0","130009.85","1"
"C15750765","Anjali Joshi","650","Spain","Male","71","0","0.0","1","1","1","175380.77","0"
"C15799811","Maharaj Patel","724","France","Male","40","10","0.0","1","1","0","127847.25","1"
"C15698442","Anjali Bose","719","Spain","Male","35","3","122964.88","1","1","1","138231.7","0"
"C15655274","Amit Bose","548","France","Female","29","4","0.0","2","0","1","48673.18","0"
"C15603594","Harish Mehta","635","Spain","Male","24","4","0.0","2","1","1","70668.77","0"
"C15585961","Priya Joshi","496","Spain","Female","43","3","0.0","2","0","1","199505.53","0"
"C15686936","Rahul Bajpai","676","France","Female","37","5","89634.69","1","1","1","169583.18","1"
"C15770424","Harish Kumar","541","Germany","Male","40","7","95710.11","2","1","0","49063.42","0"
"C15587451","Priya Verma","778","Germany","Male","41","7","139706.31","1","1","0","63337.19","0"
"C15602010","Pooja Gupta","850","Germany","Female","45","5","103909.86","1","1","0","60083.11","1"
"C15600583","Suresh Bajpai","633","France","Male","31","1","0.0","1","1","0","48606.71","0"
"C15654673","Rohit Kumar","625","France","Male","49","6","173434.9","1","1","0","165580.93","1"
"C15717164","Sunita Joshi","485","Spain","Male","32","6","102238.01","2","1","1","194010.12","0"
"C15765014","Amit Joshi","547","France","Female","48","1","179380.74","2","0","1","69263.1","0"
"C15682639","Anurag Joshi","642","France","Male","32","3","0.0","2","1","1","88698.83","0"
"C15729279","Rahul Chopra","718","France","Female","25","4","108691.95","1","1","0","63030.97","0"
"C15759805","Meena Kumar","582","France","Female","32","4","0.0","2","1","0","59668.81","0"
"C15767864","Sanjay Das","628","France","Male","33","6","0.0","2","0","0","184230.23","0"
"C15769948","Rohit Thakur","737","Germany","Male","35","0","133377.8","1","0","1","64050.19","0"
"C15686345","Shiva Das","828","Spain","Male","34","9","0.0","2","1","1","81853.98","0"
"C15688071","Shiva Mehta","609","Spain","Male","53","10","0.0","1","1","1","154642.91","0"
"C15681174","Rahul Das","730","France","Male","39","1","116537.6","1","0","0","145679.6","0"
"C15667521","Amit Nair","631","France","Female","22","3","0.0","2","0","0","30781.77","0"
"C15750243","Pooja Sharma","830","Spain","Male","40","4","0.0","2","0","1","81622.52","0"
"C15695475","Neha Das","645","France","Male","29","1","130131.08","2","0","1","196474.35","0"
"C15689176","Sanjay Das","663","France","Male","46","3","0.0","2","0","1","176276.1","0"
"C15652955","Vikram Joshi","678","Spain","Male","30","0","0.0","1","1","0","35113.08","0"
"C15668958","Shiva Sharma","521","France","Male","30","2","107316.09","1","1","0","64299.82","0"
"C15631054","Harish Kumar","625","France","Female","24","1","0.0","2","1","1","180969.55","0"
"C15581479","Anjali Mehta","523","France","Male","30","1","83181.29","1","1","1","138176.78","0"
"C15577478","Kavita Singh","714","France","Female","72","3","0.0","1","1","1","86733.61","0"
"C15780870","Anjali Bajpai","580","Spain","Male","67","3","153946.14","1","1","1","7418.92","0"
"C15692317","Kavita Kumar","722","France","Male","30","5","0.0","2","1","0","166376.54","0"
"C15593969","Anurag Nair","630","Spain","Female","39","7","135483.17","1","1","0","140881.2","1"
"C15570417","Nitin Joshi","579","France","Male","35","1","0.0","2","1","0","4460.2","0"
"C15779059","Sunita Mishra","670","France","Female","38","4","119624.54","2","1","1","110472.12","0"
"C15785980","Rohit Nair","588","Spain","Male","34","6","121132.26","2","1","0","86460.28","0"
"C15644200","Harish Nair","807","Spain","Female","42","1","0.0","1","1","0","16500.66","1"
"C15793949","Sanjay Joshi","726","France","Female","48","4","0.0","1","1","0","114020.06","1"
"C15645103","Sunita Patel","812","Germany","Male","25","5","54817.55","1","1","0","131660.31","0"
"C15705860","Maharaj Kumar","631","Germany","Male","40","3","107949.45","1","1","0","52449.62","1"
"C15623828","Amit Menon","682","France","Male","30","4","0.0","1","0","1","161465.31","0"
"C15715003","Rohit Thakur","625","Spain","Female","49","2","80816.45","1","1","1","20018.79","0"
"C15623471","Meena Bose","607","Germany","Male","38","3","98205.77","1","1","0","176318.27","0"
"C15798348","Vikram Thakur","600","Spain","Female","50","6","94684.27","1","1","1","50488.91","0"
"C15743016","Deepak Verma","602","Spain","Female","22","7","141604.76","1","1","0","30379.6","0"
"C15769499","Priya Rao","545","Spain","Female","74","3","0.0","2","1","1","161326.73","0"
"C15798521","Harish Joshi","675","Spain","Male","33","3","0.0","2","1","0","45348.08","0"
"C15706534","Suresh Nair","581","France","Female","47","1","122949.14","1","0","0","180251.68","1"
"C15706186","Suresh Pandey","640","Germany","Male","33","8","81677.22","2","0","0","34925.56","0"
"C15812197","Rahul Chopra","850","France","Male","38","7","80293.98","1","0","0","126555.74","0"
"C15650933","Nitin Bose","490","Spain","Female","48","8","155413.06","1","1","0","187921.3","0"
"C15692991","Deepak Mehta","710","Spain","Female","38","4","0.0","2","1","1","136390.88","0"
"C15631189","Amit Mishra","613","Germany","Male","38","9","67111.65","1","1","0","78566.64","1"
"C15762198","Maharaj Sharma","812","France","Male","34","5","103818.43","1","1","1","166038.27","0"
"C15699598","Pooja Patel","723","France","Female","20","4","0.0","2","1","1","140385.33","0"
"C15692744","Ramesh Sharma","512","France","Male","36","4","152169.12","2","0","0","38629.3","1"
"C15688963","Meena Mishra","731","France","Female","52","10","0.0","1","1","1","24998.75","1"
"C15599131","Sunita Das","650","Germany","Male","26","4","214346.96","2","1","0","128815.33","0"
"C15680303","Pooja Kumar","594","France","Male","57","6","0.0","1","1","0","19376.56","1"
"C15628674","Nitin Singh","844","France","Male","40","7","113348.14","1","1","0","31904.31","1"
"C15648075","Priya Menon","686","Germany","Female","47","5","170935.94","1","1","0","173179.79","1"
"C15586970","Maharaj Sharma","695","Germany","Male","52","8","103023.26","1","1","1","22485.64","0"
"C15625698","Deepak Iyer","624","Spain","Female","23","6","0.0","2","0","1","196668.51","0"
"C15790497","Neha Nair","503","Spain","Male","37","6","0.0","2","0","0","136506.86","0"
"C15682618","Rahul Reddy","535","France","Female","31","7","111855.04","2","1","1","36278.89","0"
"C15762937","Kavita Iyer","743","Germany","Female","32","6","140348.56","2","1","1","163254.39","0"
"C15750929","Maharaj Joshi","702","Spain","Male","39","8","0.0","2","1","0","99654.13","0"
"C15729832","Pooja Mishra","658","France","Male","29","3","145512.84","1","1","0","20207.02","0"
"C15633650","Rahul Singh","677","Germany","Female","41","8","146720.98","2","1","1","4195.84","0"
"C15748856","Maharaj Reddy","664","France","Male","32","10","107209.73","1","1","1","112340.2","0"
"C15589195","Nitin Patel","766","Germany","Female","38","7","130933.74","1","0","1","2035.94","0"
"C15699911","Priya Mehta","461","Spain","Female","35","8","0.0","1","1","0","132295.95","0"
"C15663438","Anjali Mehta","688","Spain","Male","36","0","89772.3","1","1","0","177383.68","1"
"C15692583","Vikram Rao","678","France","Female","32","5","0.0","2","1","0","90284.47","0"
"C15591257","Meena Bose","796","France","Male","24","8","0.0","2","1","0","61349.37","0"
"C15646513","Rahul Menon","803","France","Male","42","5","0.0","1","1","0","196466.83","1"
"C15708063","Deepak Reddy","712","France","Male","36","2","100749.5","3","0","0","70758.37","1"
"C15696098","Meena Pandey","498","France","Female","31","10","0.0","2","1","0","13892.57","0"
